,conversation_id,uc5,outcome,uc4,sender_id,user_message,bot_message,created_time
226,215,,,,1454523434857990,,"Bộ đồ chơi nhà bếp thông minh gồm 2 size 
_ Size nhỏ kthc  57x30x77cm giá KM chỉ #560k-chỉ có màu hồng ạ
_ Size to kthc 51x32x100 Giá Km chỉ #730k-mình có đủ hồng và xanh

Vifdeo sp đây ạ : https://zalo-file-dl1.zdn.vn/f1b43cee9c4d7013295c/6817563880731541621

thông tin chi tiết các mẹ xem LInk dưới dùm mình nhé : 

https://www.facebook.com/shopgauvabingo/posts/2434776596832664",
227,217,,silence,,4201393286601175,Get Started,,2020-08-13T11:26:20+0000
228,217,,,uc_s4.1,4201393286601175,Shop k còn ghế ạ,,2020-08-13T11:26:27+0000
229,217,,,,1454523434857990,,"Chào Trần Thanh Huyền, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",
230,217,,silence,,4201393286601175,Ghế Ô Tô,Sản phẩm bạn đang tìm có phải là?,2020-08-13T11:26:50+0000
231,217,,,,4201393286601175,Joie,Hiện tại sản phẩm Ghế Ô Tô   shop đang có những *hãng sản xuất* sau ạ:,2020-08-13T11:26:57+0000
232,217,,,,1454523434857990,,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,
233,227,,,,1820229471415946,Xin chào,,2020-08-14T05:46:48+0000
234,227,uc_s5.1,,,1820229471415946,Thanh chắn cầu thang bên mình bnhieu tiền thế ạ,"Chào Lương Phượng, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-14T05:50:14+0000
235,227,,,,1454523434857990,,"Sản phẩm Thanh Nối Chặn có giá bán thấp nhất từ: *35,000 VND*, bạn vui lòng bấm vào sản phẩm để xem thông tin chi tiết ạ!",
236,233,,,,2631033770352503,Get Started,,2020-08-12T07:12:38+0000
237,233,uc_s5.1,,,2631033770352503,Xe tập đi giá sao ạ,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-12T07:12:57+0000
238,233,,,,2631033770352503,Get Started,Hiện tại sản phẩm Xe Tập Đi   shop đang có những *hãng sản xuất* sau ạ:,2020-08-12T07:16:23+0000
239,233,,,,2631033770352503,Hi,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-12T07:16:28+0000
240,233,,,,2631033770352503,Shop có bán xe đẩy ko,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-12T07:16:55+0000
241,233,,,,2631033770352503,Mình cảm ơn,Mời bạn xem sản phẩm Xe Đẩy shop đang bán tại link sau ạ: https://shopee.vn/search?keyword=Xe+%C4%90%E1%BA%A9y&shop=36371562,2020-08-12T07:17:23+0000
242,233,,,,2631033770352503,Get Started,"Dạ, cảm ơn ạ!",2020-08-12T07:21:16+0000
243,233,,,,2631033770352503,Hi shop,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-13T02:13:02+0000
244,233,,silence,,2631033770352503,Get Started,,2020-08-13T02:13:37+0000
245,233,,,,2631033770352503,Hi shop,,2020-08-13T02:13:44+0000
246,233,,,,2631033770352503,Get Started,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-14T08:10:52+0000
247,233,,,,2631033770352503,Shop có ghế ô tô ko,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-14T08:23:54+0000
248,233,,,,2631033770352503,Get Started,Mời bạn xem sản phẩm Ghế Ô Tô shop đang bán tại link sau ạ: https://shopee.vn/search?keyword=Gh%E1%BA%BF+%C3%94+T%C3%B4&shop=36371562,2020-08-14T08:27:15+0000
249,250,,,,3262948130466502,Mình muốn hỏi xe này ạ,"Chào Tran Thu Tra, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-13T08:17:17+0000
250,250,,,,3262948130466502,,,2020-08-13T08:17:23+0000
251,250,,,,1454523434857990,,"Dạ, có phải bạn muốn hỏi một trong các sản phẩm dưới đây không ạ?
 (Vui lòng ấn chọn 1 sản phẩm)",
252,250,,,,1454523434857990,,,
253,250,,,,3262948130466502,cái này,...,2020-08-13T08:17:59+0000
254,250,,,,1454523434857990,,Dạ mời bạn tham khảo sản phẩm hiện có tại shop nhé!,
255,250,,,,3262948130466502,Địa chỉ shop ở đâu ạ,,2020-08-13T08:21:15+0000
256,250,,,,1454523434857990,,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",
257,250,,,,3262948130466502,Ok ạ,"Địa chỉ kho hàng Shop Gấu & Bí Ngô - 0912749696
Số nhà 16 ngõ Đê Quai ÂU Cơ 
(đi hết ngõ 124 Âu Cơ, rẽ trái số nhà 16). Nhà 4 tầng màu vàng bạn nhé
Địa chỉ Hà Nội Nguyễn Thanh Loan ạ

Giờ làm việc từ 8h30- 12h  và 1h30 -  6h00 chiều hàng ngày. Nghỉ chủ nhật ạ",2020-08-13T08:32:57+0000
258,250,,,uc_s4.2,3262948130466502,Xe nadle còn hàng sẵn ở shop ko ạ?,,2020-08-13T08:36:06+0000
259,250,,,,3262948130466502,,"m,ình có sẵn ạ",2020-08-13T08:46:52+0000
260,250,,,,3262948130466502,Mình ko tìm đc địa chỉ shop,,2020-08-15T02:31:47+0000
261,250,,,,3262948130466502,Nhà mình ngay ngõ 200,bạn gg 16 ngõ đê quai âu cơ ra là dk ạ,2020-08-15T02:36:06+0000
262,250,,,,3262948130466502,Mình đi cuối ngõ rẽ phải chỗ đường xấu xấu là đúng nhỉ,,2020-08-15T02:36:37+0000
263,250,,other,,3262948130466502,"Nhưng thấy có nhà 16, 16A mà thấy đóng cửa",,2020-08-15T02:37:04+0000
264,250,,,,1454523434857990,,vâng bên mình là kho chuws k phải cửa hàng ạ,
265,250,,,,1454523434857990,,đường quất đó ạ,
266,250,,,,1454523434857990,,bên mình đóng cửa,
267,250,,,,3262948130466502,Vâng ạ,b qua call số 0912749696 dùm mình,2020-08-15T02:44:18+0000
268,252,,,,1454523434857990,,dạ hàng to e k cod r ạ,
269,252,,,uc_s4.1,4735189733161474,Cọc 50% đúng ko em rồi khi nhận sẽ thanh toán phần còn lại?,c đặt cọc trc dùm e,2020-08-13T12:15:55+0000
270,252,,,,4735189733161474,Em cho c stk nhé,,2020-08-13T12:15:59+0000
271,252,,,,4735189733161474,,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ

❌ 19034987361010 - Nguyễn Lê Thuỷ
Ngân hàng Techcombank


Nội dung chuyển khoản Zui Zui  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",2020-08-14T10:39:56+0000
272,252,,,,4735189733161474,Shop gửi về Huyền 0977916891. 82 ngô đức kế p. Bến nghé q.1 dùm mình nhé,,2020-08-14T10:40:22+0000
273,252,,,,4735189733161474,Shop nhận đc ck chưa?,,2020-08-14T15:42:45+0000
274,252,,,,1454523434857990,,vâng c đợi nhận dùm e ạ,
275,252,,,,1454523434857990,,C ƠI e gửi nhà xe văn minh được k ạ,
276,252,,,,1454523434857990,,ở đó cước rẻ hơn viettel đó c,
277,252,,,,1454523434857990,,vì hàng nay to,
278,252,,,,4735189733161474,Có đảm bảo ko e?,văn minh họ cũng giao tận nhà c ạ,2020-08-15T02:12:28+0000
279,252,,,,1454523434857990,,đảm bảo c ạ vì hàng to bên e toàn gửi bên đó,
280,252,,,,1454523434857990,,nhưng nếu c ck hết cho e thì tốt ạ vì bên e k có ng ra đó lấy tiền dk,
281,252,,silence,,4735189733161474,Thôi e ship viettel đc ko nhận hàng r chị trả hết,bên e thuê ship ra đó gửi hàng,2020-08-15T02:14:15+0000
282,252,,,,4735189733161474,Cám ơn e,ok c vay e gửi vitteol,2020-08-15T02:15:06+0000
283,252,,,,4735189733161474,Ok,cước về địa chỉ mình là 396k ạ,2020-08-15T02:49:48+0000
284,252,,,,4735189733161474,Huyền 0977916891. 82 ngô đức kế p. Bến nghé q.1 nhé em,"kích thước thùng là 80x100x28 , bên em gửi qua viettel ạ",2020-08-15T02:51:04+0000
285,256,,,,3374019389325937,Get Started,vâng ạ,2020-08-15T00:50:50+0000
286,256,uc_s5.3,shipping_order,,3374019389325937,.Máy hâm sữa tiệt trùng hai bình cổ rộng thế hệ mới FB3012SL  Giá hãng #500k chỉ còn #320k,,2020-08-15T00:52:18+0000
287,256,,,uc_s4.1,3374019389325937,Máy này còn ko ạ,,2020-08-15T00:52:27+0000
288,256,,,,3374019389325937,Link mua trên shopee giá 339 mình trả giá dk ko,dạ mình còn ạ,2020-08-15T01:51:55+0000
289,256,,,,3374019389325937,Có đk hỗ trợ ship ko ạ,dạ giá km bên mình chỉ bán fb ạ,2020-08-15T03:53:45+0000
290,263,,,,3440338562700123,Get Started,dạ ko ạ,2020-08-14T02:03:43+0000
291,263,,,,3440338562700123,Bên bạn có máy hút sữa điện k a,"Chào Jenny Ly, mình là Gấu Bino, trợ lý ảo của Shop Gấu & Bí Ngô, mình giúp gì được bạn ạ?",2020-08-14T02:03:49+0000
292,263,,,,1454523434857990,,"Dạ, shop có bán ạ
Mời bạn bấm vào sản phẩm để xem thông tin chi tiết nhé! 👇",
293,263,,,,3440338562700123,Bên bạn có 1 loại này thui a,,2020-08-14T02:05:43+0000
294,263,,,,1454523434857990,,"Dạ, shop có bán ạ
Mời bạn bấm vào sản phẩm để xem thông tin chi tiết nhé! 👇",
295,263,,,,3440338562700123,Vâng a,,2020-08-14T02:07:52+0000
296,263,,,,3440338562700123,Co gì mình ib lại bạn nhe,,2020-08-14T02:07:59+0000
297,263,,silence,,3440338562700123,Cảm ơn shop a,,2020-08-14T02:08:04+0000
298,263,,,uc_s4.3,3440338562700123,Bên bạn con máy hút sữa medela loại 2tr700k k a,Dạ!,2020-08-15T07:36:47+0000
299,263,uc_s5.3,,,3440338562700123,"Máy hút sữa Medela Pump advance, hút đôi, massage 7 level hút
Động cơ like new 99% - Phụ kiện mới toàn bộ gồm 2 dây - 2 phễu - 2 cổ phễu - 2 van vàng - 2 van trắng - 2 bình Medela mới 100%

Tặng kèm Bảo quản lạnh - Áo rảnh tay - Dụng cụ vệ sinh dây - Dây nguồn 220v

Trọn bộ 2700k bạn

- Máy Medela Pump new no box giá 3290k. Xem link dưới đây bạn nhé :
	https://www.facebook.com/shopgauvabingo/posts/1846745868969076",,2020-08-15T07:37:04+0000
300,263,,,,1454523434857990,,Mibhd ko codn ạ,
301,274,,,,1454523434857990,,Caid dod bên mình hết lâu r ạ,
302,274,,silence,,1454523434857990,,Bạn đang trả lời bình luận của người dùng về bài viết trên Trang của mình. Xem bình luận.(https://facebook.com/1454523434857990/posts/2540051356305187/?comment_id=2540782512898738),
303,274,uc_s5.2,,,1913323362053222,"Oh, cho mình xin giá nôi Joie",dạ 2650k ạk,2020-08-15T03:12:55+0000
304,274,,,,1913323362053222,,bạn cho mình xin ảnh sp b muốn hỏi ạ,2020-08-15T23:49:17+0000
305,282,,,,3270658096313915,Bắt đầu,Dạ 2650k an,2020-08-15T09:05:28+0000
306,282,uc_s5.1,,,3270658096313915,báo giá e ghế ăn dặm ạ,,2020-08-15T09:05:43+0000
307,282,,,,3270658096313915,ghế hanbei nhé,,2020-08-15T09:11:11+0000
308,282,,,,1454523434857990,,dạ mình còn nâu ạ,
309,282,,,,1454523434857990,,450k ạ,
310,282,,,,3270658096313915,E ở nội thành hn,à mk nhầm 430k,2020-08-15T23:22:38+0000
311,282,,,,3270658096313915,Có free ship ko ạ,,2020-08-15T23:22:47+0000
312,282,,,,3270658096313915,Bán hàng mà lâu rep thế shop ơi,,2020-08-16T01:30:05+0000
313,282,,,,3270658096313915,"vâng, vì thế nên mik mua bên khác rồi. mình đã gọi điện đến số của shop nhưng thái độ rất chán nên mình quyết định ko chờ thêm.",sr b bên mình nghỉ Cnhat,2020-08-17T01:50:48+0000
314,282,,,,3270658096313915,"dù  là bên bn ko lm cn, nhưng khi kh gọi đến hỏi thì cũng nên tl rõ",,2020-08-17T01:51:10+0000
315,282,,other,,1454523434857990,,vâng,
316,282,,,,3270658096313915,mik dc gthieu qua shop vì uy tién,mình cảm ơn,2020-08-17T01:51:25+0000
317,282,,,,3270658096313915,nhưng lm việc thiếu chuyên nghiệp nên thôi,,2020-08-17T01:51:37+0000
318,292,,,,3193091507434988,B ơi,,2020-08-15T14:23:02+0000
319,292,uc_s5.1,,,3193091507434988,Máy giặt doux giá bao tiền vậy,,2020-08-15T14:23:09+0000
320,292,,silence,,3193091507434988,Máy đó có cần lắp đặt đường ốg nước k nhỉ? Hay chỉ cần nối vs vòi nc là đc,,2020-08-15T14:23:45+0000
321,292,,,,1454523434857990,,"💥 Máy giặt tự động mini DOUX cao cấp 
GẤU & BÍ NGÔ KM CHỈ #2990K 

Khối lượng giặt: 4kg

. Độ ồn giặt <62bB, thân máy ổn định không rung lắc

. Công suất: 350W siêu tiết kiệm điện năng

. Kích thước: 39*44*72cm. Thiết kế máy thời trang và sang trọng, phù hợp đặt cực gọn ngay trong nhà tắm mà k tốn diện tích

. Độ bền cao, tuổi thọ máy lớn với 1 NĂM BẢO HÀNH chính hãng tại Việt Nam.

Thông tin chi tiết và ảnh thật các m,ẹ xem dùm mình link dưới nhe :

https://www.facebook.com/shopgauvabingo/posts/2448311358812521",
322,292,,,,1454523434857990,,,
323,306,,,,3117814165003780,Có mấy màu? Bao lâu thì chuyển đến?,dạ cần đầu vào và chỗ thoát là dk ạ,2020-08-17T06:56:45+0000
324,306,uc_s5.1,,uc_s4.1,3117814165003780,"Bộ này còn không? Giá bao nhiêu tiền
Có mấy màu
Bán online Có giảm giá không?
Bao lâu thì đơn hàng chuyển đến nơi",,2020-08-17T06:58:08+0000
325,306,,,,1454523434857990,,"Hộp  trang điểm #ROYS 
 Có 2 kích thước các mẹ ha: 

- KT lớn: 27.5x31.5x40.5 Giá #450K

- KT nhỏ: 22.5x22.5x32.5 Giá #350K

Ảnh thật và chi tiết sp các mẹ xem link dưới nhé : 
https://www.facebook.com/shopgauvabingo/posts/2288927451417580",
326,306,,,,1454523434857990,,,
327,306,uc_s5.1,,,3117814165003780,Cái này có giảm giá không?,dạ b ở đâu ạ,2020-08-17T07:03:17+0000
328,306,,,,3117814165003780,Mình đang thử,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-08-17T07:04:08+0000
329,306,,,,3117814165003780,,,2020-08-17T07:04:10+0000
330,306,,,,3117814165003780,Cái này có mấy màu,,2020-08-17T07:04:22+0000
331,306,,,,1454523434857990,,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",
332,306,,silence,,3117814165003780,Cái món mình vừa gửi ảnh đó.,"Mình chưa xác định được món đồ bạn hỏi, bạn mô tả rõ hơn giúp mình nhé!",2020-08-17T07:04:55+0000
333,306,uc_s5.1,,,3117814165003780,Cái này giá bao nhiêu,,2020-08-17T07:05:44+0000
334,307,,,,3096596470423789,,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",2020-08-01T00:22:08+0000
335,307,,,,3096596470423789,Mình xin giá ạ,,2020-08-01T00:22:25+0000
336,307,,,,3096596470423789,.,,2020-08-01T01:23:15+0000
337,307,,,,3096596470423789,Mẫu hoa anh đào đắt hơn à bạn,dạ 850k b ạ],2020-08-01T01:44:47+0000
338,307,uc_s5.1,,,3096596470423789,NẾu lấy mẫu hoa anh đào thì được tăng bộ lego bao nhiêu chi tiết ạ,,2020-08-01T01:45:07+0000
339,307,,,,3096596470423789,mình cảm ơn ạ,,2020-08-01T02:05:06+0000
340,76,,,,2257335260995702,Xe có màu gì nhiều b ơi?,mình còn xe dưới 1450k,2020-08-01T03:50:12+0000
341,317,,,uc_s4.2,2524974174237586,Sh ơi còn ghế xe ô tô zaracos ko sh,,2020-08-01T04:32:37+0000
342,307,,,,1454523434857990,,mình hết r ạ,
343,307,,other,,1454523434857990,,hoa a đào mình hết r J,
344,307,,other,,3096596470423789,oh,Ạ,2020-08-01T02:05:03+0000
345,317,,,,2524974174237586,Get Started,,2020-08-01T04:32:21+0000
346,76,,,,2257335260995702,Bạn gửi giúp mình về đ/c số 74 đường 7B phú lộc 1 phường hoàng văn thụ thành phố lạng sơn,,2020-08-01T04:57:22+0000
347,76,uc_s5.1,,,2257335260995702,Xe này phí ship bao nhiêu nữa b?,,2020-08-01T04:57:36+0000
348,322,uc_s5.1,,,1509447005822725,Mẫu nay kich thuoc lớn giá bn shop ?,,2020-08-01T04:58:29+0000
349,76,,,,1454523434857990,,"❌ 0611001928974 - VietcomBank chi nhánh Ba Đình. Nguyễn Lê Thuỷ

❌ 19034987361010 - Nguyễn Lê Thuỷ
Ngân hàng Techcombank


Nội dung chuyển khoản Ánh Chu  ghi rõ Tên Facebook + số điện thoại và nhắn lại bên mình sau khi CK nhé.",
350,322,,,,1454523434857990,,bạn ck tiền hàng ship bạn tt khi nhận,
351,322,,,,1454523434857990,,"- KT lớn: 27.5x31.5x40.5

- KT nhỏ: 22.5x22.5x32.5",
352,322,,,,1454523434857990,,lớn 450k b ạ,
353,322,,,,1454523434857990,,https://shopee.vn/H%E1%BB%99p-trang-%C4%91i%E1%BB%83m-cao-c%E1%BA%A5p-Roy-ch%C3%ADnh-h%C3%A3ng-i.36371562.5604021128,
354,76,,,,2257335260995702,,,2020-08-01T05:29:13+0000
355,76,,,,2257335260995702,Check lại tk giúp mình nhé,,2020-08-01T05:29:19+0000
356,76,,,,2257335260995702,Vì ở xa nên bạn check hàng trước khi gửi giúp mình nhé.,,2020-08-01T05:29:47+0000
357,329,,,,1454523434857990,,oki b sj,
358,329,,,,1454523434857990,,Dạ mình còn 590k ạ,
359,329,uc_s5.1,,,2448469525247300,Cái này ship về nghệ an tiền ship tầm bnhiu shop ơi,dạ 590k b ạ,2020-08-11T04:16:42+0000
360,329,,,,1454523434857990,,"Dạ, bạn vui lòng chờ trong ít phút nhân viên của shop sẽ phục vụ bạn ạ!^^",
361,329,,,,2448469525247300,Ôi phí ship cao thế à,dạ khoảng 100k ạ,2020-08-11T04:19:05+0000
362,329,,,,2448469525247300,Thế Hà Nội thì sao,,2020-08-11T04:19:10+0000
363,329,,,,1454523434857990,,vâng đc nào hn vậy ạ,
364,329,,,,1454523434857990,,haowjc b đặt qua shopee,
365,329,,,,2448469525247300,Mình xin Link bên Shopee đi,để dk hỗ trợ ship,2020-08-11T04:21:43+0000
366,329,,,,1454523434857990,,https://shopee.vn/B%E1%BB%99-%C4%91%E1%BB%93-ch%C6%A1i-th%E1%BB%83-thao-%C4%91a-n%C4%83ng-4-trong-1-i.36371562.3840864137,
367,329,uc_s5.1,,,2448469525247300,Bộ ấy ship ở khu vực hà nội tầm bao tiền b ơi,,2020-08-12T02:28:31+0000
368,329,,,,2448469525247300,Lên shoppe nó còn hơn 100k ấy,,2020-08-12T02:28:44+0000
369,329,,,,2448469525247300,E đặt qua shoppe rồi nhé,đc nào hà nội vậy ạ,2020-08-12T04:16:07+0000
370,329,,,,2448469525247300,Alo,vâng ạ,2020-08-14T03:33:36+0000
371,329,,silence,,2448469525247300,Bên mình có hướng dẫn lắp ko ạ,,2020-08-14T03:33:44+0000
372,329,,,,1454523434857990,,y như ảnh đó ạ,
373,76,,,,1454523434857990,,b nhìn ảnh lắp dùm mình vs ạ,
374,76,,,,2257335260995702,Ok b vậy t2 gửi cho mình,mai bên mình lại nghỉ a,2020-08-01T06:59:20+0000
375,76,,,,1454523434857990,,oki b,
376,76,,,,1454523434857990,,chắc t2 bên mk mới gửi dk ạ,
377,76,,,,2257335260995702,Gửi sớm giúp mình nhé,vì hàng mình chưa có sẵn ở kho,2020-08-01T06:58:33+0000
378,76,,,,1454523434857990,,oki b đợi nhận dùm mk nhe,
379,76,,shipping_order,,2257335260995702,T lấy 1 xe này nhé,dạ chỉ có vàng b ạ,2020-08-01T04:48:13+0000
380,76,,,,2257335260995702,Cho mình số tk mình ck nhé,Bạn cần giao ve đâu Ạ,2020-08-01T04:57:45+0000
381,322,,,,1509447005822725,,,2020-08-01T04:58:10+0000
382,322,,silence,,1509447005822725,Xin giá kich thuoc lớn ạ,,2020-08-01T05:02:11+0000
383,6,,,,3119336191470892,B ơi,dạ loại nhỏ 350k,2020-08-01T15:06:52+0000
384,6,,other,uc_s4.2,3119336191470892,Còn cũi joie gập gọn ko,,2020-08-01T15:06:59+0000
